,B1,
that,IN,B0
,B0,
women,NNS,B0
,B0,
are,VBP,B0
,B0,
more,RBR,B0
,B0,
likely,JJ,B0
,B0,
than,IN,B0
,B0,
men,NNS,B1
,B1,
to,TO,B0
,B0,
have,VB,B0
,B0,
irritable,JJ,B0
,B0,
bowel,NN,B0
,B0,
syndrome,NN,B1
,B1,
may,MD,B0
,B0,
be,VB,B0
,B0,
related,VBN,B1
,B2,
",",",",B0
,B0,
Holt,NP,B0
,B0,
said,VBD,B2
,B2,
.,.,B0
,B0,
Facebook,NN,B0
,B0,
said,VBD,B0
,B0,
in,IN,B0
,B0,
the,DT,B0
,B0,
filing,NN,B1
,B1,
that,IN,B0
,B0,
it,PP,B0
,B0,
is,VBZ,B0
,B0,
still,RB,B0
,B0,
investigating,VBG,B0
,B0,
Yahoo,NP,B0
,B0,
s,POS,B0
,B0,
claims,NNS,B2
,B1,
that,IN,B0
,B0,
Yahoo,NP,B0
,B0,
has,VBZ,B0
,B0,
yet,RB,B1
,B0,
to,TO,B0
,B0,
file,VB,B0
,B0,
a,DT,B0
,B0,
lawsuit,NN,B2
,B2,
.,.,B0
,B0,
Certain,JJ,B0
,B0,
groups,NNS,B1
,B0,
have,VBP,B0
,B0,
threatened,VBN,B1
,B0,
to,TO,B0
,B0,
disassociate,VB,B0
,B0,
themselves,PP,B1
,B1,
from,IN,B0
,B0,
the,DT,B0
,B0,
opposition,NN,B0
,B1,
if,IN,B0
,B0,
they,PP,B0
,B0,
are,VBP,B0
,B0,
not,RB,B0
,B0,
allowed,VBN,B0
,B0,
to,TO,B0
,B0,
take,VB,B0
,B0,
part,NN,B0
,B0,
in,IN,B0
,B0,
the,DT,B0
,B0,
talks,NNS,B2
,B2,
.,.,B0
,B0,
Instead,RB,B1
,B2,
",",",",B0
,B0,
the,DT,B0
,B0,
Jets,NNS,B0
,B0,
are,VBP,B0
,B0,
banking,VBG,B0
,B0,
on,IN,B0
,B0,
Sanchez,NP,B1
,B0,
being,VBG,B0
,B0,
able,JJ,B0
,B0,
to,TO,B0
,B0,
handle,VB,B0
,B0,
the,DT,B0
,B0,
pressure,NN,B2
,B2,
",",",",B0
,B2,
thrive,VB,B1
,B2,
and,CC,B0
,B2,
prove,VB,B0
,B2,
he,PP,B0
,B2,
is,VBZ,B0
,B2,
indeed,RB,B0
,B2,
the,DT,B0
,B2,
guy,NN,B2
,B2,
.,.,B0
,B0,
This,DT,B0
,B0,
is,VBZ,B0
,B0,
considered,VBN,B1
,B0,
a,DT,B0
,B0,
huge,JJ,B0
,B0,
get,VB,B0
,B0,
for,IN,B0
,B0,
the,DT,B0
,B0,
network,NN,B2
,B1,
and,CC,B0
,B0,
they,PP,B0
,B0,
are,VBP,B0
,B0,
likely,JJ,B0
,B0,
to,TO,B0
,B0,
roll,VB,B0
,B0,
out,RP,B0
,B0,
the,DT,B0
,B0,
advertisements,NNS,B1
,B1,
for,IN,B0
,B0,
the,DT,B0
,B0,
upcoming,JJ,B0
,B0,
episode,NN,B0
,B0,
very,RB,B0
,B0,
early,RB,B2
,B2,
.,.,B0
,B0,
I,PP,B0
,B0,
ve,VBP,B0
,B0,
been,VBN,B0
,B0,
hiding,VBG,B1
,B0,
a,DT,B0
,B0,
show,NN,B0
,B0,
injury,NN,B1
,B1,
and,CC,B0
,B0,
chronic,JJ,B0
,B0,
pain,NN,B1
,B1,
for,IN,B0
,B0,
sometime,RB,B0
,B0,
now,RB,B2
,B1,
",",",",B0
,B0,
over,IN,B0
,B0,
the,DT,B0
,B0,
last,JJ,B0
,B0,
month,NN,B1
,B1,
it,PP,B0
,B0,
has,VBZ,B0
,B0,
worsened,VBN,B1
,B2,
",",",",B0
,B0,
Gaga,NP,B0
,B0,
tweeted,VBD,B2
,B2,
.,.,B0
,B0,
Anthony,NP,B0
,B0,
said,VBD,B1
,B0,
one,NN,B0
,B0,
of,IN,B0
,B0,
the,DT,B0
,B0,
things,NNS,B1
,B1,
that,IN,B0
,B0,
most,RBS,B0
,B0,
impressed,VBD,B0
,B0,
him,PP,B0
,B0,
was,VBD,B0
,B0,
how,WRB,B0
,B0,
the,DT,B0
,B0,
artists,NNS,B1
,B0,
bonded,VBD,B0
,B0,
despite,IN,B0
,B0,
differences,NNS,B1
,B0,
in,IN,B0
,B0,
ethnicity,NN,B1
,B1,
and,CC,B0
,B0,
where,WRB,B0
,B0,
they,PP,B0
,B0,
came,VBD,B0
,B0,
from,IN,B2
,B2,
.,.,B0
,B0,
He,PP,B0
,B0,
has,VBZ,B0
,B0,
got,VBN,B0
,B0,
a,DT,B0
,B0,
lot,NN,B0
,B0,
of,IN,B0
,B0,
upside,NN,B1
,B1,
and,CC,B0
,B0,
I,PP,B0
,B0,
look,VBP,B0
,B0,
forward,RB,B0
,B0,
to,TO,B0
,B0,
sitting,VBG,B0
,B0,
on,IN,B0
,B0,
the,DT,B0
,B0,
bench,NN,B1
,B1,
and,CC,B0
,B0,
watching,VBG,B0
,B0,
it,PP,B0
,B0,
firsthand,RB,B1
,B2,
",",",",B0
,B0,
Courier,NP,B0
,B0,
said,VBD,B2
,B2,
.,.,B0
,B0,
Unlike,IN,B0
,B0,
four,CD,B0
,B0,
years,NNS,B0
,B0,
ago,RB,B1
,B2,
",",",",B0
,B0,
he,PP,B0
,B0,
is,VBZ,B0
,B0,
now,RB,B0
,B0,
accepting,VBG,B0
,B0,
money,NN,B1
,B1,
from,IN,B0
,B0,
corporations,NNS,B1
,B1,
to,TO,B0
,B0,
help,VB,B0
,B0,
pay,NN,B0
,B0,
for,IN,B0
,B0,
the,DT,B0
,B0,
festivities,NNS,B2
,B2,
",",",",B0
,B0,
and,CC,B0
,B0,
there,EX,B0
,B0,
are,VBP,B0
,B0,
no,DT,B0
,B0,
limits,NNS,B1
,B1,
on,IN,B0
,B0,
those,DT,B0
,B0,
donations,NNS,B2
,B2,
.,.,B0
,B0,
The,DT,B0
,B0,
victim,NN,B1
,B1,
",",",",B0
,B0,
a,DT,B0
,B0,
guest,NN,B0
,B0,
in,IN,B0
,B0,
the,DT,B0
,B0,
home,NN,B2
,B2,
",",",",B0
,B0,
was,VBD,B0
,B0,
alone,RB,B1
,B0,
when,WRB,B0
,B0,
she,PP,B0
,B0,
heard,VBD,B0
,B0,
a,DT,B0
,B0,
knock,NN,B0
,B0,
at,IN,B0
,B0,
the,DT,B0
,B0,
door,NN,B1
,B1,
and,CC,B0
,B0,
the,DT,B0
,B0,
doorbell,NN,B0
,B0,
ringing,NN,B2
,B2,
.,.,B0
,B0,
Investigators,NNS,B0
,B0,
believe,VBP,B1
,B0,
that,IN,B0
,B0,
she,PP,B0
,B0,
may,MD,B0
,B0,
have,VB,B0
,B0,
pushed,VBN,B0
,B0,
the,DT,B0
,B0,
control,NN,B0
,B0,
button,NN,B1
,B1,
for,IN,B0
,B0,
the,DT,B0
,B0,
door,NN,B1
,B1,
and,CC,B0
,B0,
then,RB,B0
,B0,
attempted,VBD,B0
,B0,
to,TO,B0
,B0,
run,VB,B0
,B0,
out,RP,B0
,B0,
of,IN,B0
,B0,
the,DT,B0
,B0,
garage,NN,B2
,B2,
.,.,B0
,B0,
Protesters,NNS,B0
,B0,
in,IN,B0
,B0,
many,JJ,B0
,B0,
cities,NNS,B1
,B0,
around,IN,B0
,B0,
the,DT,B0
,B0,
country,NN,B0
,B1,
have,VBP,B0
,B0,
battled,VBN,B0
,B0,
police,NNS,B2
,B2,
",",",",B0
,B0,
cut,VBD,B0
,B0,
off,IN,B0
,B0,
roads,NNS,B1
,B1,
and,CC,B0
,B0,
railway,NN,B0
,B0,
lines,NNS,B1
,B1,
and,CC,B0
,B0,
besieged,VBN,B0
,B0,
government,NN,B0
,B0,
offices,NNS,B1
,B1,
and,CC,B0
,B0,
police,NN,B0
,B0,
stations,NNS,B2
,B2,
.,.,B0
,B0,
The,DT,B0
,B0,
beauty,NN,B0
,B0,
of,IN,B0
,B0,
the,DT,B0
,B0,
universe,NN,B1
,B0,
lends,VBZ,B0
,B0,
itself,PP,B0
,B0,
naturally,RB,B0
,B0,
to,TO,B0
,B0,
creativity,NN,B1
,B1,
and,CC,B0
,B0,
the,DT,B0
,B0,
imagination,NN,B2
,B2,
",",",",B0
,B0,
and,CC,B0
,B0,
there,EX,B0
,B0,
is,VBZ,B0
,B0,
a,DT,B0
,B0,
new,JJ,B0
,B0,
short,JJ,B0
,B0,
film,NN,B1
,B0,
which,WDT,B0
,B0,
illustrates,VBZ,B1
,B0,
that,IN,B0
,B0,
very,RB,B0
,B0,
eloquently,RB,B2
,B2,
.,.,B0
,B0,
Tampa,NP,B0
,B0,
Bay,NP,B0
,B0,
residents,NNS,B1
,B1,
are,VBP,B0
,B0,
going,VBG,B0
,B0,
to,TO,B0
,B0,
feel,VB,B1
,B1,
some,DT,B0
,B0,
of,IN,B0
,B0,
the,DT,B0
,B0,
backwash,NN,B1
,B0,
of,IN,B0
,B0,
Sandy,NP,B0
,B1,
over,IN,B0
,B0,
the,DT,B0
,B0,
next,JJ,B0
,B0,
few,JJ,B0
,B0,
days,NNS,B1
,B0,
in,IN,B0
,B0,
the,DT,B0
,B0,
form,NN,B0
,B0,
of,IN,B0
,B0,
gusty,JJ,B0
,B0,
winds,NNS,B2
,B2,
.,.,B0
,B0,
Given,VBN,B0
,B0,
the,DT,B0
,B0,
size,NN,B0
,B0,
of,IN,B0
,B0,
his,PP$,B0
,B0,
bank,NN,B0
,B0,
account,NN,B2
,B2,
",",",",B0
,B0,
Romney,NP,B0
,B0,
could,MD,B0
,B0,
start,VB,B0
,B0,
a,DT,B0
,B0,
foundation,NN,B1
,B1,
or,CC,B0
,B0,
launch,VB,B0
,B0,
a,DT,B0
,B0,
crusade,NN,B1
,B1,
if,IN,B0
,B0,
he,PP,B0
,B0,
wants,VBZ,B0
,B0,
to,TO,B0
,B0,
reclaim,VB,B0
,B0,
part,NN,B1
,B0,
of,IN,B0
,B0,
the,DT,B0
,B0,
spotlight,NN,B2
,B2,
.,.,B0
,B0,
Most,JJS,B0
,B0,
Ukrainian,JJ,B0
,B0,
websites,NNS,B2
,B2,
",",",",B0
,B0,
including,VBG,B0
,B0,
those,DT,B1
,B0,
of,IN,B0
,B0,
the,DT,B0
,B0,
president,NN,B0
,B1,
and,CC,B1
,B0,
the,DT,B0
,B0,
government,NN,B2
,B2,
",",",",B0
,B0,
lack,VBP,B0
,B0,
the,DT,B0
,B0,
special,JJ,B0
,B0,
software,NN,B1
,B1,
that,WDT,B0
,B0,
allows,VBZ,B0
,B0,
the,DT,B0
,B0,
blind,NN,B2
,B1,
to,TO,B0
,B0,
convert,VB,B0
,B0,
them,PP,B0
,B0,
into,IN,B0
,B0,
audio,NN,B2
,B2,
.,.,B0
,B0,
Despite,IN,B0
,B0,
the,DT,B0
,B0,
inconveniences,NNS,B2
,B1,
",",",",B0
,B0,
Anastasia,NP,B2
,B1,
",",",",B0
,B0,
who,WP,B0
,B0,
did,VBD,B0
,B0,
not,RB,B0
,B0,
want,VB,B0
,B0,
to,TO,B0
,B0,
use,VB,B0
,B0,
her,PP$,B0
,B0,
last,JJ,B0
,B0,
name,NN,B2
,B1,
",",",",B0
,B0,
is,VBZ,B0
,B0,
intrigued,VBN,B2
,B0,
by,IN,B0
,B0,
the,DT,B0
,B0,
idea,NN,B1
,B0,
of,IN,B0
,B0,
trying,VBG,B0
,B0,
out,RP,B1
,B0,
outer,JJ,B0
,B0,
space,NN,B2
,B2,
.,.,B0
,B0,
But,CC,B0
,B0,
Terry,NP,B0
,B0,
said,VBD,B1
,B0,
he,PP,B0
,B0,
only,RB,B0
,B0,
used,VBD,B0
,B0,
the,DT,B0
,B0,
offensive,JJ,B0
,B0,
term,NN,B0
,B1,
sarcastically,RB,B1
,B0,
to,TO,B0
,B0,
counter,VB,B0
,B0,
the,DT,B0
,B0,
profanity,NN,B1
,B0,
he,PP,B0
,B0,
claims,VBZ,B0
,B0,
Ferdinand,NP,B1
,B0,
was,VBD,B0
,B0,
accusing,VBG,B0
,B0,
him,PP,B0
,B0,
of,IN,B0
,B0,
using,VBG,B2
,B2,
.,.,B0
,B0,
A,DT,B0
,B0,
deadlocked,JJ,B0
,B0,
international,JJ,B0
,B0,
community,NN,B1
,B1,
would,MD,B0
,B0,
be,VB,B0
,B0,
hard,RB,B1
,B0,
put,VBN,B0
,B1,
to,TO,B0
,B0,
offer,VB,B0
,B0,
an,DT,B0
,B0,
alternative,NN,B2
,B1,
if,IN,B0
,B0,
it,PP,B0
,B0,
were,VBD,B0
,B0,
to,TO,B0
,B0,
acknowledge,VB,B1
,B0,
the,DT,B0
,B0,
collapse,NN,B0
,B0,
of,IN,B0
,B0,
the,DT,B0
,B0,
truce,NN,B2
,B2,
.,.,B0
,B0,
Danger,NN,B0
,B0,
of,IN,B0
,B0,
further,JJR,B0
,B0,
conflict,NN,B2
,B0,
appeared,VBD,B0
,B0,
to,TO,B0
,B0,
have,VB,B0
,B0,
been,VBN,B0
,B0,
forestalled,VBN,B1
,B0,
earlier,RBR,B0
,B0,
this,DT,B0
,B0,
month,NN,B1
,B1,
by,IN,B0
,B0,
armed,JJ,B0
,B0,
groups,NNS,B0
,B0,
agreeing,VBG,B0
,B0,
to,TO,B0
,B0,
hand,VB,B0
,B0,
over,RP,B1
,B0,
hundreds,NNS,B0
,B0,
of,IN,B0
,B0,
weapons,NNS,B2
,B2,
.,.,B0
,B0,
It,PP,B0
,B0,
says,VBZ,B1
,B0,
she,PP,B0
,B0,
became,VBD,B0
,B0,
aware,JJ,B0
,B0,
of,IN,B0
,B0,
sexual,JJ,B1
,B0,
abuse,NN,B0
,B0,
allegations,NNS,B1
,B1,
against,IN,B0
,B0,
his,PP$,B0
,B0,
close,JJ,B0
,B0,
friend,NN,B2
,B2,
",",",",B0
,B0,
Bill,NP,B0
,B0,
Jewell,NP,B2
,B2,
",",",",B0
,B0,
and,CC,B0
,B0,
strongly,RB,B0
,B0,
objected,VBD,B0
,B0,
to,TO,B0
,B0,
him,PP,B0
,B0,
working,VBG,B0
,B0,
at,IN,B0
,B0,
the,DT,B0
,B0,
club,NN,B2
,B2,
.,.,B0
,B0,
Depending,VBG,B0
,B0,
on,IN,B0
,B0,
the,DT,B0
,B0,
size,NN,B2
,B2,
",",",",B0
,B0,
some,DT,B0
,B0,
people,NNS,B0
,B0,
have,VBP,B0
,B0,
this,DT,B0
,B0,
type,NN,B0
,B0,
of,IN,B0
,B0,
tumor,NN,B0
,B0,
removed,VBN,B0
,B0,
immediately,RB,B1
,B0,
while,IN,B0
,B0,
others,NNS,B0
,B0,
may,MD,B0
,B0,
never,RB,B0
,B0,
need,VB,B0
,B0,
surgery,NN,B1
,B0,
or,CC,B0
,B0,
treatment,NN,B1
,B2,
",",",",B0
,B0,
Gupta,NP,B0
,B0,
said,VBD,B2
,B2,
.,.,B0
,B0,
With,IN,B0
,B0,
that,DT,B0
,B0,
many,JJ,B0
,B0,
voters,NNS,B1
,B0,
showing,VBG,B0
,B0,
up,RP,B0
,B0,
at,IN,B0
,B0,
the,DT,B0
,B0,
polls,NNS,B2
,B2,
",",",",B0
,B0,
rogue,NN,B0
,B0,
Democrats,NNS,B1
,B1,
are,VBP,B0
,B0,
likely,JJ,B0
,B0,
to,TO,B0
,B0,
be,VB,B0
,B0,
only,RB,B0
,B0,
a,DT,B0
,B0,
sliver,NN,B1
,B0,
of,IN,B0
,B0,
the,DT,B0
,B0,
electorate,NN,B2
,B2,
.,.,B0
,B0,
The,DT,B0
,B0,
alliance,NN,B0
,B0,
did,VBD,B0
,B0,
not,RB,B0
,B0,
have,VB,B0
,B0,
troops,NNS,B0
,B0,
on,IN,B0
,B0,
the,DT,B0
,B0,
ground,NN,B1
,B0,
during,IN,B0
,B0,
or,CC,B0
,B0,
after,IN,B0
,B0,
the,DT,B0
,B0,
conflict,NN,B2
,B0,
who,WP,B0
,B0,
could,MD,B0
,B0,
have,VB,B0
,B0,
independently,RB,B0
,B0,
checked,VBN,B0
,B1,
the,DT,B0
,B0,
results,NNS,B0
,B0,
of,IN,B0
,B0,
its,PP$,B0
,B0,
airstrikes,NNS,B2
,B2,
.,.,B0
,B0,
Tunisia,NP,B0
,B0,
Live,NP,B1
,B0,
said,VBD,B0
,B0,
government,NN,B0
,B0,
authorities,NNS,B1
,B0,
last,JJ,B0
,B0,
week,NN,B1
,B0,
seized,VBD,B0
,B0,
a,DT,B0
,B0,
cache,NN,B0
,B0,
of,IN,B0
,B0,
weapons,NNS,B1
,B1,
in,IN,B0
,B0,
a,DT,B0
,B0,
Tunis,NP,B0
,B0,
suburb,NN,B2
,B2,
",",",",B0
,B0,
stoking,VBG,B0
,B0,
jitters,NNS,B1
,B0,
among,IN,B0
,B0,
the,DT,B0
,B0,
public,NN,B2
,B2,
.,.,B0
,B0,
Now,RB,B0
,B0,
there,EX,B0
,B0,
was,VBD,B0
,B0,
also,RB,B0
,B0,
a,DT,B0
,B0,
very,RB,B0
,B0,
high,JJ,B0
,B0,
mortality,NN,B0
,B0,
rate,NN,B1
,B1,
in,IN,B0
,B0,
that,DT,B0
,B0,
group,NN,B0
,B0,
of,IN,B0
,B0,
children,NNS,B1
,B2,
",",",",B0
,B0,
as,RB,B0
,B0,
would,MD,B0
,B0,
be,VB,B0
,B0,
expected,VBN,B1
,B1,
in,IN,B0
,B0,
the,DT,B0
,B0,
setting,NN,B2
,B2,
.,.,B0
,B0,
For,IN,B0
,B0,
the,DT,B0
,B0,
latest,JJS,B0
,B0,
Columbus,NN,B0
,B1,
weather,NN,B0
,B0,
information,NN,B2
,B2,
",",",",B0
,B0,
click,VB,B0
,B0,
subscribe,NN,B2
,B0,
at,IN,B0
,B0,
the,DT,B0
,B0,
top,NN,B0
,B0,
of,IN,B0
,B0,
this,DT,B0
,B0,
page,NN,B1
,B2,
to,TO,B0
,B0,
receive,VB,B0
,B0,
a,DT,B0
,B0,
free,JJ,B0
,B0,
email,NN,B1
,B1,
whenever,WRB,B0
,B0,
a,DT,B0
,B0,
new,JJ,B0
,B0,
article,NN,B0
,B0,
is,VBZ,B0
,B0,
posted,VBN,B2
,B2,
.,.,B0
,B0,
I,PP,B0
,B0,
said,VBD,B0
,B0,
yeah,RB,B1
,B1,
",",",",B0
,B0,
in,IN,B0
,B0,
the,DT,B0
,B0,
sense,NN,B0
,B0,
of,IN,B0
,B0,
I,PP,B0
,B0,
don't,VBP,B0
,B0,
know,VB,B0
,B0,
what,WP,B0
,B0,
my,PP$,B0
,B0,
future,NN,B0
,B0,
holds,VBZ,B0
,B1,
and,CC,B1
,B0,
I,PP,B0
,B0,
don't,VBP,B0
,B0,
want,VB,B0
,B0,
to,TO,B0
,B0,
take,VB,B0
,B0,
that,IN,B0
,B0,
out,RP,B0
,B2,
.,.,B0
,B0,
Passengers,NNS,B0
,B0,
and,CC,B0
,B0,
crew,NN,B0
,B0,
were,VBD,B0
,B0,
able,JJ,B1
,B0,
to,TO,B0
,B0,
make,VB,B0
,B0,
it,PP,B0
,B0,
to,TO,B0
,B0,
shore,VB,B0
,B0,
by,IN,B0
,B0,
small,JJ,B2
,B0,
boat,NN,B0
,B0,
before,IN,B0
,B0,
a,DT,B1
,B0,
storm,NN,B0
,B0,
arose,VBD,B0
,B1,
and,CC,B0
,B0,
pounded,VBD,B1
,B0,
her,PP,B0
,B0,
to,TO,B0
,B0,
pieces,NNS,B0
,B2,
.,.,B0
,B0,
The,DT,B0
,B0,
blood,NN,B0
,B0,
of,IN,B0
,B0,
martyrs,NNS,B0
,B1,
will,MD,B0
,B0,
not,RB,B1
,B0,
forgive,VB,B0
,B0,
those,DT,B0
,B0,
who,WP,B0
,B0,
continue,VBP,B1
,B0,
to,TO,B0
,B0,
conspire,VB,B0
,B0,
with,IN,B0
,B0,
them,PP,B0
,B1,
under,IN,B0
,B0,
the,DT,B1
,B0,
justification,NN,B0
,B1,
that,IN,B0
,B0,
they,PP,B2
,B0,
are,VBP,B0
,B0,
employees,NNS,B0
,B1,
or,CC,B0
,B0,
carrying,VBG,B1
,B0,
out,RP,B0
,B0,
orders,NNS,B0
,B2,
.,.,B0
,B0,
The,DT,B0
,B0,
authors,NNS,B0
,B0,
also,RB,B0
,B0,
did,VBD,B1
,B0,
a,DT,B0
,B0,
biophysical,JJ,B1
,B0,
profile,NN,B0
,B2,
",",",",B0
,B0,
using,VBG,B2
,B0,
ultrasound,NN,B0
,B2,
",",",",B0
,B0,
after,IN,B2
,B0,
exercise,NN,B0
,B0,
to,TO,B0
,B0,
determine,VB,B2
,B0,
whether,IN,B0
,B0,
the,DT,B0
,B0,
baby,NN,B0
,B0,
was,VBD,B0
,B0,
moving,VBG,B1
,B0,
as,IN,B0
,B0,
it,PP,B0
,B0,
should,MD,B0
,B2,
.,.,B0
,B0,
If,IN,B0
,B0,
somebody,NN,B0
,B0,
is,VBZ,B0
,B0,
quick,JJ,B0
,B2,
",",",",B0
,B0,
I,PP,B2
,B0,
m,VBP,B2
,B0,
quicker,JJR,B2
,B2,
",",",",B2
,B0,
and,CC,B2
,B0,
no,DT,B2
,B0,
matter,NN,B2
,B0,
what,WP,B2
,B0,
their,PP$,B2
,B0,
best,JJS,B2
,B0,
card,NN,B2
,B1,
is,VBZ,B2
,B0,
they,PP,B2
,B0,
lay,VBP,B2
,B0,
on,IN,B2
,B0,
the,DT,B2
,B0,
table,NN,B2
,B2,
",",",",B2
,B0,
you,PP,B2
,B0,
still,RB,B2
,B0,
have,VBP,B2
,B0,
the,DT,B2
,B0,
ace,NN,B2
,B2,
.,.,B0
,B0,
It,PP,B0
,B0,
will,MD,B0
,B0,
give,VB,B0
,B0,
us,PP,B0
,B0,
untold,JJ,B0
,B0,
information,NN,B0
,B1,
about,IN,B0
,B0,
the,DT,B1
,B0,
painting,NN,B0
,B2,
",",",",B0
,B0,
said,VBD,B1
,B0,
Humberto,NP,B0
,B0,
Duran,NP,B0
,B1,
",",",",B0
,B0,
the,DT,B2
,B0,
restoration,NN,B0
,B0,
computer,NN,B0
,B0,
technician,NN,B0
,B0,
who,WP,B0
,B0,
presided,VBD,B1
,B0,
over,IN,B0
,B0,
the,DT,B0
,B0,
project,NN,B0
,B0,
s,POS,B0
,B0,
design,NN,B0
,B2,
.,.,B0
,B0,
Obama,NP,B0
,B0,
went,VBD,B0
,B0,
on,RP,B0
,B0,
to,TO,B0
,B0,
say,VB,B1
,B1,
that,IN,B0
,B0,
he,PP,B0
,B0,
can't,MD,B0
,B0,
just,RB,B0
,B0,
relax,VB,B0
,B1,
at,IN,B0
,B0,
a,DT,B0
,B0,
local,JJ,B1
,B0,
cafe,NN,B0
,B1,
or,CC,B0
,B0,
go,VB,B0
,B0,
out,RP,B2
,B0,
with,IN,B0
,B0,
friends,NNS,B0
,B2,
like,IN,B0
,B2,
he,PP,B0
,B2,
used,VBD,B1
,B2,
to,TO,B0
,B2,
.,.,B0
,B0,
And,CC,B2
,B0,
right,RB,B0
,B0,
now,RB,B0
,B1,
",",",",B0
,B0,
these,DT,B0
,B0,
birds,NNS,B2
,B2,
",",",",B0
,B0,
which,WDT,B0
,B0,
were,VBD,B2
,B0,
among,IN,B0
,B0,
the,DT,B0
,B0,
most,RBS,B0
,B0,
common,JJ,B0
,B0,
birds,NNS,B0
,B1,
in,IN,B0
,B0,
the,DT,B0
,B0,
Indian,JJ,B1
,B0,
landscape,NN,B0
,B2,
",",",",B0
,B0,
are,VBP,B0
,B0,
now,RB,B2
,B0,
almost,RB,B0
,B0,
impossible,JJ,B0
,B0,
to,TO,B0
,B0,
even,RB,B0
,B0,
observe,VB,B1
,B2,
.,.,B0
,B0,
From,IN,B2
,B0,
the,DT,B0
,B0,
fathers,NNS,B0
,B1,
we,PP,B0
,B0,
studied,VBD,B0
,B2,
",",",",B0
,B0,
there,EX,B0
,B0,
was,VBD,B2
,B0,
this,DT,B0
,B0,
pragmatic,JJ,B0
,B0,
acceptance,NN,B0
,B1,
that,IN,B0
,B0,
this,DT,B0
,B0,
is,VBZ,B1
,B0,
what,WP,B0
,B0,
happens,VBZ,B0
,B0,
at,IN,B0
,B0,
this,DT,B0
,B0,
stage,NN,B0
,B0,
of,IN,B0
,B0,
life,NN,B0
,B2,
",",",",B0
,B0,
Hoff,NP,B0
,B0,
pointed,VBD,B2
,B0,
out,RP,B0
,B2,
.,.,B0
,B0,
This,DT,B2
,B0,
front,NN,B0
,B0,
will,MD,B0
,B0,
slowly,RB,B0
,B0,
ooze,VB,B1
,B0,
southward,RB,B0
,B0,
through,IN,B0
,B0,
the,DT,B1
,B0,
day,NN,B2
,B0,
today,NN,B0
,B2,
",",",",B0
,B0,
en,IN,B0
,B0,
route,NN,B2
,B0,
to,TO,B0
,B0,
the,DT,B0
,B0,
Mid,NP,B2
,B0,
Atlantic,NP,B0
,B0,
where,WRB,B0
,B0,
it,PP,B0
,B0,
is,VBZ,B1
,B0,
forecast,VBN,B0
,B2,
to,TO,B0
,B2,
stall,VB,B0
,B2,
tonight,RB,B2
,B2,
.,.,B0
,B0,
He,PP,B2
,B0,
said,VBD,B0
,B0,
the,DT,B0
,B0,
government,NN,B0
,B1,
in,IN,B0
,B0,
Asmara,NP,B0
,B1,
has,VBZ,B1
,B0,
not,RB,B0
,B0,
been,VBN,B0
,B0,
particularly,RB,B0
,B0,
helpful,JJ,B0
,B1,
in,IN,B0
,B0,
sharing,VBG,B0
,B0,
information,NN,B1
,B1,
about,IN,B0
,B0,
the,DT,B0
,B0,
severity,NN,B0
,B0,
of,IN,B0
,B0,
the,DT,B0
,B0,
food,NN,B1
,B0,
shortages,NNS,B0
,B1,
or,CC,B0
,B0,
the,DT,B0
,B0,
drought,NN,B1
,B0,
there,RB,B0
,B2,
.,.,B0
,B0,
Berkshire,NP,B2
,B0,
officials,NNS,B0
,B1,
do,VBP,B0
,B0,
not,RB,B0
,B0,
typically,RB,B1
,B0,
comment,VB,B0
,B0,
on,IN,B0
,B0,
quarterly,JJ,B0
,B0,
earnings,NNS,B1
,B0,
reports,NNS,B0
,B2,
",",",",B0
,B0,
and,CC,B0
,B0,
they,PP,B2
,B0,
did,VBD,B0
,B0,
not,RB,B0
,B0,
immediately,RB,B0
,B0,
respond,VB,B0
,B2,
to,TO,B0
,B0,
a,DT,B0
,B0,
message,NN,B1
,B0,
Friday,NP,B0
,B0,
afternoon,NN,B0
,B2,
.,.,B0
,B0,
An,DT,B2
,B0,
autopsy,NN,B0
,B0,
will,MD,B0
,B0,
determine,VB,B0
,B0,
if,IN,B0
,B0,
Kenneth,NP,B0
,B0,
Ayers,NP,B1
,B1,
was,VBD,B0
,B0,
under,IN,B0
,B0,
the,DT,B1
,B0,
influence,NN,B0
,B0,
of,IN,B0
,B0,
drugs,NNS,B0
,B1,
or,CC,B0
,B0,
alcohol,NN,B0
,B0,
at,IN,B0
,B0,
the,DT,B0
,B0,
time,NN,B1
,B0,
of,IN,B0
,B0,
the,DT,B0
,B0,
fatal,JJ,B0
,B0,
shooting,NN,B0
,B2,
.,.,B0
,B0,
Please,RB,B2
,B0,
keep,VBP,B0
,B0,
in,RB,B0
,B0,
mind,NN,B0
,B0,
this,DT,B0
,B0,
is,VBZ,B0
,B0,
only,RB,B1
,B0,
one,CD,B0
,B0,
possible,JJ,B0
,B0,
scenario,NN,B0
,B2,
and,CC,B0
,B0,
it,PP,B0
,B0,
is,VBZ,B1
,B0,
certainly,RB,B0
,B0,
not,RB,B0
,B0,
etched,VBN,B0
,B0,
in,IN,B0
,B0,
stone,NN,B0
,B0,
at,IN,B0
,B0,
this,DT,B0
,B0,
time,NN,B0
,B2,
.,.,B0
,B0,
He,PP,B2
,B0,
said,VBD,B0
,B0,
Tuareg,NP,B0
,B0,
groups,NNS,B0
,B1,
have,VBP,B2
,B0,
committed,VBN,B0
,B0,
